ortho	Lexique3__phon	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemfilms2	Lexique3__freqfilms2	Lexique3__islem	Lexique3__nblettres	Lexique3__puorth	Lexique3__puphon	Lexique3__nbsyll	Lexique3__cgramortho
écris	ekRi	écrire	VER	305.92	38.24	0	5	0	4	2	VER
censé	s@se	censé	ADJ	62.52	38.22	1	5	5	4	2	ADJ
amené	amne	amener	VER	190.32	38.14	0	5	0	0	2	VER
champ	S@	champ	NOM	57.22	38.05	1	5	5	2	1	NOM
nulle	nyl	nulle	ADJ:ind	37.84	37.84	1	5	5	3	1	ADJ,ADJ:ind,PRO:ind
doute	dut	douter	VER	77.77	37.83	0	5	5	3	1	NOM,VER
vendu	v@dy	vendre	VER	206.95	37.62	0	5	5	4	2	VER,ADJ,NOM
neige	nEZ	neige	NOM	39.34	37.52	1	5	5	3	1	NOM,VER
hiver	ivER	hiver	NOM	38.96	37.44	1	5	5	4	2	NOM
salon	sal§	salon	NOM	39.24	37.06	1	5	5	4	2	NOM
entré	@tRe	entrer	VER	450.11	36.9	0	5	0	4	2	VER
adieu	adj2	adieu	NOM	44.44	36.86	1	5	4	4	2	NOM,ONO
servi	sERvi	servir	VER	309.81	36.58	0	5	5	5	2	ADJ,VER
fusil	fyzi	fusil	NOM	48.61	36.52	1	5	5	4	2	NOM
utile	ytil	utile	ADJ	44.99	36.47	1	5	5	4	2	ADJ,NOM
vache	vaS	vache	NOM	47.71	36.24	1	5	5	3	1	ADJ,NOM
poche	pOS	poche	NOM	49.65	36.23	1	5	5	3	1	NOM,VER
l'une	lyn	l'une	PRO:ind	36.12	36.12	1	5	5	3	1	ADV,PRO:ind
lundi	l1di	lundi	NOM	36.94	36.01	1	5	4	3	2	NOM
chair	SER	chair	NOM	37.07	36.01	1	5	5	3	1	ADJ,NOM
veste	vEst	veste	NOM	37.72	36.0	1	5	5	4	1	NOM
ombre	§bR	ombre	NOM	45.67	35.98	1	5	5	3	1	NOM,VER
fumer	fyme	fumer	VER	98.49	35.91	1	5	5	4	2	VER
lever	l°ve	lever	VER	165.98	35.9	1	5	5	4	2	NOM,VER
marié	maRje	marier	VER	220.51	35.76	0	5	5	5	2	VER,ADJ,NOM
voila	vwala	voiler	VER	39.78	35.54	0	5	0	5	2	VER
côtés	kote	côté	NOM	285.99	35.48	0	5	0	4	2	NOM
belle	bEl	beau	NOM	50.85	35.08	0	5	0	3	1	ADJ,NOM
suivi	s8ivi	suivre	VER	2090.54	34.99	0	5	5	5	2	ADJ,NOM,VER
point	pw5	point	ADV	34.8	34.8	1	5	5	3	1	VER,ADV,NOM
fermé	fERme	fermer	VER	238.65	34.73	0	5	5	5	2	VER,ADJ
vieil	vjEj	vieil	ADJ	34.69	34.69	1	5	5	4	1	ADJ
génie	Zeni	génie	NOM	38.01	34.65	1	5	5	4	2	NOM
poids	pwa	poids	NOM	34.42	34.42	1	5	5	3	1	NOM
senti	s@ti	sentir	VER	535.4	34.33	0	5	5	4	2	ADJ,NOM,VER
saura	soRa	savoir	VER	4516.71	34.23	0	5	5	4	2	NOM,VER
bouge	buZ	bouge	NOM	34.79	34.02	1	5	5	3	1	NOM,VER
laver	lave	laver	VER	74.35	34.01	1	5	5	4	2	VER
gaffe	gaf	gaffe	NOM	34.68	33.92	1	5	5	3	1	NOM,VER
joues	Zu	jouer	VER	570.12	33.7	0	5	0	2	1	NOM,VER
brûle	bRyl	brûler	VER	110.28	33.66	0	5	0	0	1	VER
mêmes	mEm	même	ADJ	402.93	33.61	0	5	5	3	1	ADJ,PRO:ind
série	seRi	série	NOM	36.53	33.34	1	5	5	4	2	NOM
règle	REgl	règle	NOM	79.51	33.17	1	5	5	4	1	NOM,VER
malin	mal5	malin	ADJ	41.49	33.11	1	5	5	4	2	ADJ,NOM
vôtre	votR	vôtre	PRO:pos	33.05	33.05	1	5	5	4	1	ADJ:pos,PRO:pos
aurai	oRE	avoir	AUX	18559.22	32.96	0	5	5	3	2	AUX,VER
rouge	RuZ	rouge	NOM	37.14	32.93	1	5	5	3	1	ADJ,NOM
coupe	kup	couper	VER	155.82	32.66	0	5	5	3	1	NOM,VER
haute	ot	haut	ADJ	68.05	32.44	0	5	5	2	1	ADJ,NOM
titre	titR	titre	NOM	41.35	32.4	1	5	5	4	1	NOM,VER
caché	kaSe	cacher	VER	204.13	32.13	0	5	5	4	2	VER,ADJ
grâce	gRas	grâce	NOM	34.59	32.08	1	5	3	4	1	NOM,ONO,PRE
taire	tER	taire	VER	154.46	31.81	1	5	4	3	1	VER
soupe	sup	soupe	NOM	32.26	31.72	1	5	5	3	1	NOM,VER
sonne	sOn	sonner	VER	73.67	31.69	0	5	0	0	1	VER
désir	deziR	désir	NOM	45.35	31.59	1	5	5	5	2	NOM
crier	kRije	crier	VER	116.94	31.49	1	5	5	5	2	VER
haine	En	haine	NOM	33.1	31.49	1	5	5	2	1	NOM
droit	dRwa	droit	ADV	31.48	31.48	1	5	5	4	1	ADJ,ADV,NOM
geste	ZEst	geste	NOM	40.78	31.41	1	5	5	4	1	NOM
style	stil	style	NOM	32.34	31.08	1	5	5	4	1	NOM,VER
seule	s9l	seul	NOM	102.45	31.04	0	5	0	3	1	ADJ,NOM
vrais	vRE	vrai	ADJ	807.03	31.01	0	5	0	3	1	ADJ,NOM
étant	et@	être	AUX	8074.24	30.94	0	5	0	3	2	AUX,VER
sucre	sykR	sucre	NOM	32.01	30.57	1	5	5	4	1	NOM,VER
coupé	kupe	couper	VER	155.82	30.34	0	5	5	4	2	VER,ADJ,NOM
offre	OfR	offre	NOM	34.55	30.23	1	5	5	3	1	NOM,VER
perte	pERt	perte	NOM	37.8	30.2	1	5	5	4	1	NOM
finit	fini	finir	VER	557.61	29.97	0	5	0	4	2	VER
gorge	gORZ	gorge	NOM	30.87	29.57	1	5	5	4	1	NOM,VER
forêt	foRE	forêt	NOM	34.94	29.57	1	5	4	4	2	NOM
accès	aksE	accès	NOM	29.53	29.53	1	5	4	4	2	NOM
vingt	v5	vingt	ADJ:num	29.47	29.47	1	5	5	2	1	ADJ:num
notes	nOt	note	NOM	62.82	29.4	0	5	0	3	1	NOM
unité	ynite	unité	NOM	43.46	29.29	1	5	5	5	3	NOM
leçon	l°s§	leçon	NOM	41.48	29.24	1	5	3	3	2	NOM
trace	tRas	trace	NOM	60.18	29.2	1	5	5	4	1	NOM,VER
sacré	sakRe	sacré	ADJ	56.88	29.19	1	5	5	5	2	VER,ADJ,NOM
coupe	kup	coupe	NOM	33.02	29.16	1	5	5	3	1	NOM,VER
croix	kRwa	croix	NOM	29.1	29.1	1	5	5	4	1	NOM
juifs	Z8if	juif	NOM	45.32	29.03	0	5	0	4	1	ADJ,NOM
nuits	n8i	nuit	NOM	586.54	28.98	0	5	0	3	1	NOM
corde	kORd	corde	NOM	38.57	28.89	1	5	5	4	1	NOM,VER
cesse	sEs	cesse	NOM	28.88	28.86	1	5	5	3	1	NOM,VER
froid	fRwa	froid	NOM	29.11	28.73	1	5	5	4	1	ADJ,NOM
lieux	lj2	lieu	NOM	182.0	28.73	0	5	0	3	1	NOM
cible	sibl	cible	NOM	33.55	28.69	1	5	5	4	1	NOM
chers	SER	cher	ADJ	205.75	28.61	0	5	0	3	1	ADJ
chéri	SeRi	chéri	ADJ	78.54	28.45	1	5	5	4	2	ADJ,NOM,VER
somme	sOm	somme	NOM	35.25	28.27	1	5	5	3	1	NOM,VER
serai	s°RE	être	AUX	8074.24	28.15	0	5	0	0	2	AUX,VER
créer	kRee	créer	VER	85.17	28.15	1	5	4	4	2	VER
plans	pl@	plan	NOM	147.54	28.0	0	5	0	3	1	ADJ,NOM
seins	s5	sein	NOM	44.9	27.97	0	5	0	2	1	NOM
maire	mER	maire	NOM	28.17	27.91	1	5	5	3	1	NOM
ouest	wEst	ouest	NOM	27.79	27.79	1	5	5	4	1	ADJ,NOM
cents	s@	cents	ADJ:num	27.67	27.67	1	5	5	2	1	ADJ:num
herbe	ERb	herbe	NOM	34.81	27.64	1	5	5	3	1	NOM
ferez	f°Re	faire	VER	8813.48	27.63	0	5	0	0	2	VER
blanc	bl@	blanc	NOM	46.88	27.56	1	5	5	3	1	ADJ,NOM
piège	pjEZ	piège	NOM	33.12	27.53	1	5	4	4	1	NOM,VER
frais	fRE	frais	ADJ	46.43	27.41	1	5	5	3	1	ADJ,ADV,NOM
faits	fE	fait	NOM	412.07	27.36	0	5	0	2	1	VER,ADJ,NOM
pause	poz	pause	NOM	28.24	27.3	1	5	5	3	1	NOM
finie	fini	finir	VER	557.61	26.99	0	5	0	4	2	ADJ,VER
taule	tol	taule	NOM	27.0	26.92	1	5	5	3	1	NOM
objet	ObZE	objet	NOM	45.94	26.88	1	5	5	4	2	NOM
crâne	kRan	crâne	NOM	28.6	26.88	1	5	5	4	1	ADJ,NOM,VER
souci	susi	souci	NOM	49.47	26.73	1	5	5	4	2	NOM
sales	sal	sale	ADJ	146.86	26.73	0	5	0	3	1	ADJ,VER
serez	s°Re	être	AUX	8074.24	26.65	0	5	0	0	2	AUX,VER
lapin	lap5	lapin	NOM	39.28	26.59	1	5	5	4	2	NOM
allés	ale	aller	VER	9992.77	26.37	0	5	0	3	2	VER
chère	SER	cher	NOM	26.65	26.37	0	5	0	3	1	ADJ,NOM
mille	mil	mille	NOM	29.63	26.16	1	5	5	3	1	ADJ:num,NOM
frais	fRE	frais	NOM	26.81	26.16	1	5	5	3	1	ADJ,ADV,NOM
bague	bag	bague	NOM	30.32	26.14	1	5	5	3	1	NOM,VER
péché	peSe	péché	NOM	41.22	26.14	1	5	5	4	2	NOM,VER
fuite	f8it	fuite	NOM	29.09	26.02	1	5	5	4	1	NOM
foule	ful	foule	NOM	27.81	25.95	1	5	5	3	1	NOM,VER
oeufs	2	oeuf	NOM	39.4	25.88	0	5	0	1	1	NOM
filer	file	filer	VER	100.97	25.86	1	5	5	4	2	VER
moque	mOk	moquer	VER	71.13	25.79	0	5	5	3	1	NOM,VER
virer	viRe	virer	VER	86.3	25.74	1	5	5	4	2	VER
futur	fytyR	futur	NOM	26.33	25.73	1	5	5	5	2	ADJ,NOM
terme	tERm	terme	NOM	37.67	25.72	1	5	5	4	1	NOM
moche	mOS	moche	ADJ	28.73	25.64	1	5	5	3	1	ADJ
magie	maZi	magie	NOM	25.66	25.58	1	5	5	4	2	NOM
foyer	fwaje	foyer	NOM	28.95	25.57	1	5	4	5	2	ADJ,NOM
seras	s°Ra	être	AUX	8074.24	25.57	0	5	0	0	2	AUX,VER
asile	azil	asile	NOM	26.56	25.52	1	5	5	4	2	NOM
prier	pRije	prier	VER	313.12	25.46	1	5	5	5	2	VER
buvez	byve	boire	VER	339.05	25.24	0	5	0	0	2	VER
tâche	taS	tâche	NOM	31.01	25.2	1	5	5	3	1	NOM,VER
fleur	fl9R	fleur	NOM	99.75	25.2	1	5	5	4	1	NOM
gardé	gaRde	garder	VER	338.4	24.98	0	5	5	5	2	VER,ADJ
russe	Rys	russe	ADJ	32.27	24.85	1	5	5	3	1	ADJ,NOM
rater	Rate	rater	VER	80.45	24.71	1	5	5	4	2	VER
dames	dam	dame	NOM	111.2	24.7	0	5	5	3	1	NOM,VER
jouez	Zue	jouer	VER	570.12	24.66	0	5	0	0	2	VER
lâche	laS	lâche	ADJ	26.67	24.65	1	5	5	3	1	ADJ,NOM,VER
sport	spOR	sport	NOM	30.04	24.61	1	5	5	4	1	NOM
jeudi	Z2di	jeudi	NOM	26.09	24.58	1	5	4	3	2	NOM
brave	bRav	brave	ADJ	30.93	24.55	1	5	5	4	1	ADJ,NOM,VER
avoue	avu	avouer	VER	61.56	24.48	0	5	0	0	2	VER
sauve	sov	sauver	VER	246.54	24.34	0	5	5	3	1	ADJ,NOM,VER
hélas	elas	hélas	ONO	24.21	24.21	1	5	4	4	2	ONO,VER
signé	siNe	signer	VER	98.19	24.19	0	5	5	4	2	VER,ADJ
soyez	swaje	être	AUX	8074.24	24.16	0	5	0	0	2	AUX,VER
battu	baty	battre	VER	200.35	24.13	0	5	5	4	2	VER,ADJ,NOM
virus	viRys	virus	NOM	23.98	23.98	1	5	5	5	2	NOM
bains	b5	bain	NOM	74.48	23.96	0	5	0	2	1	NOM
panne	pan	panne	NOM	24.59	23.84	1	5	5	3	1	NOM
fallu	faly	falloir	VER	1653.76	23.82	0	5	0	0	2	VER
bêtes	bEt	bête	NOM	67.67	23.82	0	5	0	3	1	ADJ,NOM
avant	av@	avant	ADJ	23.8	23.8	1	5	5	3	2	ADJ,ADV,NOM,PRE
noble	nObl	noble	ADJ	28.7	23.73	1	5	5	4	1	ADJ,NOM
donne	dOn	donne	NOM	25.03	23.73	1	5	5	3	1	NOM,VER
monté	m§te	monter	VER	277.32	23.72	0	5	5	4	2	VER,ADJ
posez	poze	poser	VER	217.2	23.7	0	5	0	4	2	VER
siège	sjEZ	siège	NOM	29.44	23.69	1	5	4	4	1	NOM,VER
vidéo	video	vidéo	ADJ	23.61	23.61	1	5	5	5	3	ADJ,NOM
poule	pul	poule	NOM	36.7	23.5	1	5	5	3	1	NOM
danse	d@s	danser	VER	137.36	23.48	0	5	5	3	1	NOM,VER
barbe	baRb	barbe	NOM	24.15	23.4	1	5	5	4	1	NOM,VER
vends	v@	vendre	VER	206.95	23.35	0	5	0	2	1	VER
amant	am@	amant	NOM	35.03	23.28	1	5	5	3	2	NOM
ravie	Ravi	ravir	VER	72.67	23.25	0	5	0	4	2	ADJ,VER
étiez	etje	être	AUX	8074.24	23.15	0	5	0	4	2	AUX,VER
sable	sabl	sable	NOM	25.23	23.14	1	5	5	4	1	ADJ,NOM,VER
ferme	fERm	ferme	ADJ	25.2	22.93	1	5	5	4	1	ADJ,ADV,NOM,VER
prise	pRiz	prise	NOM	28.25	22.92	1	5	5	4	1	VER,ADJ,NOM
neveu	n°v2	neveu	NOM	22.9	22.9	1	5	5	4	2	NOM
parte	paRt	partir	VER	1111.97	22.87	0	5	0	4	1	VER
océan	ose@	océan	NOM	24.89	22.86	1	5	5	4	3	NOM
roule	Rul	rouler	VER	61.82	22.86	0	5	5	3	1	NOM,VER
têtes	tEt	tête	NOM	475.87	22.74	0	5	0	3	1	NOM
saute	sot	sauter	VER	123.03	22.66	0	5	5	3	1	NOM,VER
diras	diRa	dire	VER	5946.15	22.52	0	5	0	0	2	VER
mener	m°ne	mener	VER	99.86	22.45	1	5	5	4	2	VER
devra	d°vRa	devoir	VER	3232.57	22.45	0	5	0	0	2	VER
irait	iRE	aller	VER	9992.77	22.44	0	5	0	0	2	VER
mardi	maRdi	mardi	NOM	23.65	22.38	1	5	4	4	2	NOM
levez	l°ve	lever	VER	165.98	22.23	0	5	0	4	2	VER
lampe	l@p	lampe	NOM	25.86	22.22	1	5	5	3	1	NOM,VER
nerfs	nER	nerf	NOM	30.12	22.03	0	5	0	3	1	NOM
baise	bEz	baiser	VER	112.82	22.02	0	5	5	3	1	NOM,VER
lutte	lyt	lutte	NOM	23.18	22.0	1	5	5	3	1	NOM,VER
marie	maRi	marier	VER	220.51	22.0	0	5	0	4	2	VER
faits	fE	faire	VER	8813.48	21.98	0	5	0	2	1	VER,ADJ,NOM
digne	diN	digne	ADJ	25.29	21.96	1	5	5	3	1	ADJ
bosse	bOs	bosser	VER	76.28	21.92	0	5	5	3	1	NOM,VER
êtres	EtR	être	NOM	100.69	21.91	0	5	0	3	1	NOM
finis	fini	finir	VER	557.61	21.82	0	5	0	4	2	ADJ,VER
douze	duz	douze	ADJ:num	21.81	21.81	1	5	5	3	1	ADJ:num
tenté	t@te	tenter	VER	79.75	21.7	0	5	5	4	2	VER,ADJ
ayant	Ej@	avoir	AUX	18559.22	21.68	0	5	0	0	2	AUX,VER
noirs	nwaR	noir	ADJ	144.81	21.65	0	5	0	4	1	ADJ,NOM
bleue	bl2	bleu	ADJ	70.61	21.63	0	5	0	3	1	ADJ
singe	s5Z	singe	NOM	35.48	21.59	1	5	5	3	1	NOM,VER
piano	pjano	piano	NOM	22.22	21.5	1	5	5	5	2	ADV,NOM
plais	plE	plaire	VER	607.21	21.48	0	5	0	3	1	VER
anges	@Z	ange	NOM	69.27	21.38	0	5	0	2	1	NOM
pêche	pES	pêche	NOM	24.39	21.13	1	5	5	3	1	ADJ,NOM,VER
réglé	Regle	régler	VER	85.81	21.02	0	5	5	5	2	VER,ADJ
chute	Syt	chute	NOM	25.15	21.01	1	5	5	3	1	NOM,VER
vente	v@t	vente	NOM	27.54	20.93	1	5	5	3	1	NOM,VER
amies	ami	ami	NOM	747.98	20.88	0	5	0	3	2	ADJ,NOM
rêver	Reve	rêver	VER	122.95	20.8	1	5	5	4	2	VER
noirs	nwaR	noir	NOM	79.75	20.61	0	5	0	4	1	ADJ,NOM
durer	dyRe	durer	VER	74.39	20.59	1	5	5	4	2	VER
quart	kaR	quart	NOM	23.02	20.58	1	5	5	3	1	NOM
porté	pORte	porter	VER	319.98	20.56	0	5	5	5	2	VER
pleut	pl2	pleuvoir	VER	67.17	20.5	0	5	0	0	1	VER
tests	tEst	test	NOM	55.38	20.5	0	5	0	4	1	NOM
brûlé	bRyle	brûler	VER	110.28	20.41	0	5	5	5	2	VER,ADJ,NOM
essai	esE	essai	NOM	28.78	20.31	1	5	5	3	2	NOM
remis	R°mi	remettre	VER	144.99	20.27	0	5	5	4	2	VER,ADJ
garce	gaRs	garce	NOM	21.71	20.25	1	5	5	4	1	NOM
huile	8il	huile	NOM	22.68	20.23	1	5	5	3	1	NOM,VER
irais	iRE	aller	VER	9992.77	20.14	0	5	0	0	2	VER
tapis	tapi	tapis	NOM	20.13	20.13	1	5	5	4	2	VER,NOM
cieux	sj2	cieux	NOM	20.05	20.05	1	5	4	3	1	NOM
fêter	fete	fêter	VER	36.97	20.03	1	5	5	4	2	VER
piper	pipe	piper	VER	20.6	19.96	1	5	5	4	2	VER
fumée	fyme	fumée	NOM	20.25	19.91	1	5	5	4	2	VER,ADJ,NOM
potes	pOt	pote	NOM	84.92	19.89	0	5	0	3	1	NOM
soirs	swaR	soir	NOM	575.7	19.86	0	5	0	4	1	NOM
écran	ekR@	écran	NOM	23.68	19.78	1	5	5	4	2	NOM
pomme	pOm	pomme	NOM	42.35	19.77	1	5	5	3	1	NOM,VER
crème	kREm	crème	NOM	20.61	19.72	1	5	4	4	1	ADJ,NOM
fière	fjER	fier	ADJ	79.13	19.68	0	5	0	4	1	ADJ
tenue	t°ny	tenue	NOM	21.96	19.64	1	5	5	4	2	VER,ADJ,NOM
prête	pREt	prêter	VER	62.0	19.58	0	5	0	0	1	ADJ,VER
époux	epu	époux	NOM	65.34	19.57	1	5	5	3	2	NOM
puits	p8i	puits	NOM	19.52	19.52	1	5	4	3	1	NOM
lâche	laS	lâche	NOM	27.16	19.51	1	5	5	3	1	ADJ,NOM,VER
nulle	nyl	nulle	PRO:ind	19.46	19.46	1	5	5	3	1	ADJ,ADJ:ind,PRO:ind
malin	mal5	malin	NOM	22.67	19.43	1	5	5	4	2	ADJ,NOM
rayon	REj§	rayon	NOM	27.0	19.32	1	5	5	4	2	NOM
boule	bul	boule	NOM	30.68	19.29	1	5	5	3	1	NOM,VER
tuera	tyRa	tuer	VER	928.06	19.27	0	5	0	0	2	VER
court	kuR	courir	VER	146.5	19.25	0	5	5	3	1	VER,ADJ,ADV,NOM
aides	Ed	aider	VER	688.71	19.22	0	5	0	2	1	NOM,VER
taper	tape	taper	VER	61.07	19.15	1	5	5	4	2	VER
maria	maRja	marier	VER	220.51	19.11	0	5	0	0	2	VER
frigo	fRigo	frigo	NOM	19.29	19.07	1	5	5	5	2	NOM
nôtre	notR	nôtre	PRO:pos	19.0	19.0	1	5	5	4	1	ADJ:pos,PRO:pos
lires	liR	lire	NOM	28.88	18.98	0	5	0	3	1	NOM
opéra	opeRa	opéra	NOM	19.61	18.93	1	5	5	5	3	NOM,VER
exige	EgziZ	exiger	VER	34.96	18.93	0	5	0	0	2	VER
infos	5fo	info	NOM	25.5	18.78	0	5	0	3	2	NOM
sauté	sote	sauter	VER	123.03	18.77	0	5	5	4	2	VER,ADJ,NOM
cours	kuR	courir	VER	146.5	18.75	0	5	5	3	1	VER,NOM
folle	fOl	fou	NOM	94.17	18.74	0	5	0	3	1	ADJ,NOM
nager	naZe	nager	VER	30.36	18.71	1	5	5	4	2	VER
pizza	pidza	pizza	NOM	23.09	18.6	1	5	5	5	2	NOM
musée	myze	musée	NOM	20.7	18.59	1	5	5	4	2	VER,NOM
mamie	mami	mamie	NOM	18.66	18.56	1	5	4	4	2	NOM
tasse	tas	tasse	NOM	21.89	18.52	1	5	5	3	1	NOM,VER
ailes	El	aile	NOM	33.45	18.45	0	5	0	2	1	NOM
sauce	sos	sauce	NOM	19.24	18.33	1	5	5	3	1	NOM,VER
colle	kOl	coller	VER	51.31	18.32	0	5	5	3	1	NOM,VER
paire	pER	paire	NOM	21.59	18.31	1	5	5	3	1	ADJ,NOM
sorte	sORt	sortir	VER	884.26	18.3	0	5	5	4	1	NOM,VER
lance	l@s	lancer	VER	75.22	18.3	0	5	5	3	1	NOM,VER
tours	tuR	tour	NOM	193.82	18.26	0	5	0	3	1	NOM
nommé	nome	nommer	VER	45.6	18.24	0	5	5	4	2	VER,ADJ
congé	k§Ze	congé	NOM	20.74	18.16	1	5	5	4	2	NOM
jeune	Z9n	jeune	NOM	54.68	18.16	1	5	5	3	1	ADJ,NOM
union	ynj§	union	NOM	19.14	18.1	1	5	5	4	2	NOM
juger	ZyZe	juger	VER	56.12	18.06	1	5	5	4	2	VER
fêtes	fEt	fête	NOM	155.97	17.94	0	5	0	3	1	NOM,VER
voeux	v2	voeu	NOM	28.58	17.86	0	5	0	2	1	NOM
bébés	bebe	bébé	NOM	191.63	17.81	0	5	0	4	2	NOM
roman	Rom@	roman	NOM	23.73	17.79	1	5	5	4	2	ADJ,NOM
métro	metRo	métro	NOM	18.17	17.66	1	5	5	5	2	NOM
baisé	beze	baiser	VER	112.82	17.65	0	5	0	4	2	VER
longs	l§	long	ADJ	164.02	17.65	0	5	0	2	1	ADJ,NOM
chant	S@	chant	NOM	25.9	17.64	1	5	5	2	1	NOM
actes	akt	acte	NOM	56.81	17.62	0	5	0	3	1	NOM
range	R@Z	ranger	VER	47.67	17.59	0	5	0	0	1	VER
soins	sw5	soin	NOM	71.99	17.55	0	5	0	3	1	NOM
salue	saly	saluer	VER	45.09	17.53	0	5	0	4	2	VER
tuyau	t8ijo	tuyau	NOM	26.73	17.51	1	5	5	5	2	NOM
perdu	pERdy	perdu	ADJ	36.46	17.5	1	5	5	5	2	VER,ADJ,NOM
court	kuR	court	ADJ	41.15	17.42	1	5	5	3	1	VER,ADJ,ADV,NOM
juste	Zyst	juste	NOM	18.73	17.36	1	5	5	4	1	ADJ,ADV,NOM
kilos	kilo	kilo	NOM	22.54	17.35	0	5	0	4	2	NOM
fichu	fiSy	fichu	ADJ	27.51	17.34	1	5	5	4	2	ADJ,NOM
putes	pyt	pute	NOM	105.25	17.34	0	5	0	3	1	NOM
bonté	b§te	bonté	NOM	17.88	17.31	1	5	4	3	2	NOM
lancé	l@se	lancer	VER	75.22	17.31	0	5	0	4	2	VER
aller	ale	aller	NOM	17.78	17.21	1	5	5	3	2	NOM,VER
cause	koz	causer	VER	63.66	17.1	0	5	5	3	1	NOM,VER
jetez	Z°te	jeter	VER	192.18	17.07	0	5	0	4	2	VER
bible	bibl	bible	NOM	17.79	17.03	1	5	5	4	1	NOM
léger	leZe	léger	ADJ	37.77	17.03	1	5	5	4	2	ADJ
guère	gER	guère	ADV	17.02	17.02	1	5	4	3	1	ADV
forts	fOR	fort	ADJ	95.28	17.0	0	5	0	3	1	ADJ,NOM
biens	bj5	bien	NOM	106.6	16.99	0	5	0	3	1	NOM
poète	poEt	poète	NOM	22.65	16.98	1	5	4	4	2	NOM
auras	oRa	avoir	AUX	18559.22	16.96	0	5	0	3	2	NOM,AUX,VER
sourd	suR	sourd	ADJ	25.69	16.96	1	5	5	3	1	ADJ,NOM,VER
assis	asi	assis	ADJ	20.89	16.96	1	5	5	3	2	VER,ADJ
tente	t@t	tenter	VER	79.75	16.94	0	5	5	3	1	NOM,VER
vodka	vOdka	vodka	NOM	17.07	16.93	1	5	4	3	2	NOM
copie	kopi	copie	NOM	25.7	16.88	1	5	5	4	2	NOM,VER
lisez	lize	lire	VER	281.09	16.78	0	5	0	0	2	VER
linge	l5Z	linge	NOM	17.04	16.75	1	5	5	3	1	NOM
sacré	sakRe	sacrer	VER	25.16	16.74	0	5	5	5	2	VER,ADJ,NOM
peste	pEst	peste	NOM	16.95	16.68	1	5	5	4	1	NOM,ONO,VER
gérer	ZeRe	gérer	VER	27.51	16.57	1	5	4	4	2	VER
major	maZOR	major	NOM	16.95	16.45	1	5	5	5	2	NOM
gamin	gam5	gamin	ADJ	22.15	16.44	1	5	5	4	2	ADJ,NOM
mette	mEt	mettre	VER	1004.83	16.36	0	5	0	0	1	VER
forcé	fORse	forcer	VER	64.64	16.33	0	5	5	5	2	VER,ADJ
miens	mj5	miens	PRO:pos	16.32	16.32	1	5	5	3	1	ADJ:pos,PRO:pos
fonce	f§s	foncer	VER	30.27	16.31	0	5	0	0	1	VER
foutu	futy	foutu	ADJ	33.23	16.28	1	5	5	4	2	VER,ADJ
pères	pER	père	NOM	895.55	16.25	0	5	0	3	1	NOM
texte	tEkst	texte	NOM	20.42	16.22	1	5	5	5	1	NOM
loyer	lwaje	loyer	NOM	17.18	16.2	1	5	4	5	2	NOM
trahi	tRai	trahir	VER	46.83	16.18	0	5	5	4	2	ADJ,VER
messe	mEs	messe	NOM	18.36	16.14	1	5	5	3	1	NOM
lourd	luR	lourd	ADV	16.09	16.09	1	5	5	3	1	ADJ,ADV,NOM
rires	RiR	rire	NOM	38.88	16.09	0	5	0	3	1	NOM
baron	baR§	baron	NOM	20.82	16.07	1	5	5	4	2	NOM
sonné	sone	sonner	VER	73.67	16.04	0	5	5	4	2	VER,ADJ
chats	Sa	chat	NOM	93.0	16.0	0	5	0	2	1	NOM
fruit	fR8i	fruit	NOM	39.45	15.99	1	5	5	4	1	NOM
poème	poEm	poème	NOM	27.03	15.98	1	5	4	4	2	NOM
morte	mORt	mort	ADJ	89.29	15.87	0	5	0	0	1	ADJ,NOM,VER
élève	elEv	élève	NOM	36.84	15.83	1	5	3	4	2	VER,NOM
idéal	ideal	idéal	ADJ	21.85	15.8	1	5	5	5	3	ADJ,NOM
brisé	bRize	briser	VER	55.2	15.7	0	5	5	5	2	VER,ADJ
tabac	taba	tabac	NOM	16.0	15.7	1	5	5	4	2	NOM
russe	Rys	russe	NOM	35.44	15.68	1	5	5	3	1	ADJ,NOM
savon	sav§	savon	NOM	16.68	15.65	1	5	5	4	2	NOM
veuve	v9v	veuf	NOM	18.41	15.64	0	5	0	0	1	ADJ,NOM
cruel	kRyEl	cruel	ADJ	28.98	15.64	1	5	5	5	2	ADJ
pouls	pu	pouls	NOM	15.64	15.64	1	5	5	2	1	NOM
pires	piR	pire	ADJ	98.83	15.61	0	5	0	3	1	ADJ
barre	baR	barre	NOM	18.78	15.59	1	5	5	3	1	NOM,VER
draps	dRa	drap	NOM	19.22	15.54	0	5	0	3	1	NOM
voile	vwal	voile	NOM	20.51	15.49	1	5	5	4	1	NOM,VER
thème	tEm	thème	NOM	17.32	15.49	1	5	4	3	1	NOM
jaune	Zon	jaune	ADJ	21.09	15.48	1	5	5	3	1	ADJ,NOM
échec	eSEk	échec	NOM	24.31	15.47	1	5	5	4	2	NOM
chefs	SEf	chef	NOM	205.26	15.46	0	5	0	3	1	NOM
trous	tRu	trou	NOM	90.72	15.4	0	5	0	3	1	NOM
irons	iR§	aller	VER	9992.77	15.36	0	5	0	0	2	VER
stylo	stilo	stylo	NOM	17.73	15.34	1	5	5	5	2	NOM
